reviews,reviewers,date_reviews,rating,course_id,course_name
Great to understand and practice basic concepts,Fernando M,2019-01-07,5,big-data-introduction,Introduction to Big Data
Awesome course for understanding the big data.Thanks a lot,Ashutosh P,2017-08-15,5,big-data-introduction,Introduction to Big Data
I would like to recommend to each people who dont know anything about big data,Daniel C,2017-12-11,5,big-data-introduction,Introduction to Big Data
Excellent Introduction Course!,David V,2016-11-02,5,big-data-introduction,Introduction to Big Data
A BIG start with Big Data by understanding fundamentals and hands on experience with hadoop.,Muhammad I A,2017-03-27,5,big-data-introduction,Introduction to Big Data
"Awesome learning experience and added great value to my knowledge, thank you so very much",Ashok K,2019-05-17,5,big-data-introduction,Introduction to Big Data
Good and well-paced introduction to an important area,Aaron S,2017-05-22,5,big-data-introduction,Introduction to Big Data
"Very good material but, in my opinion, too many seminars :)",Miguel G,2018-01-10,3,big-data-introduction,Introduction to Big Data
"The material was pretty out-dated and extremely basic.  Given the technical nature of the later courses, this material would only be useful for people are incapable of finishing the specialization.",Chris R,2020-02-20,2,big-data-introduction,Introduction to Big Data
It is a great introduction to big data world,Ismael F M,2016-10-04,5,big-data-introduction,Introduction to Big Data
"It was interesting and structured course, for start that course is good",Oleg S,2018-06-19,5,big-data-introduction,Introduction to Big Data
"Overall the course was excellent.A minor annoying issue was that the volume level is not constant between videos, so using earplugs was not an option, if you had the chance to take various lessons in a row.In the end, I had to turn off the volume and use the subtitles instead, to avoid ear damage.",Claudia S,2018-01-27,4,big-data-introduction,Introduction to Big Data
"I can say that I am more than overwhelmed by this course. Although it is a lot of information, it certainly was well thought out to help you start in Big Data. ",Sarah L,2020-08-22,5,big-data-introduction,Introduction to Big Data
The Content of the Course is Very Good.But the examples are very Outdated. And the English Slang they Spoke is Difficult for an Indian to Understand.,Akash C,2018-11-20,3,big-data-introduction,Introduction to Big Data
It is a great introduction to big data world,Ismael F M,2016-10-04,5,big-data-introduction,Introduction to Big Data
Good,Rajesh R,2020-07-17,5,big-data-introduction,Introduction to Big Data
Excellent introduction to the Big Data landscape!,Robert R,2018-01-04,5,big-data-introduction,Introduction to Big Data
A BIG start with Big Data by understanding fundamentals and hands on experience with hadoop.,Muhammad I A,2017-03-27,5,big-data-introduction,Introduction to Big Data
Interesting and just awesome. loved this ,Divya S,2018-04-30,5,big-data-introduction,Introduction to Big Data
Course is really well explained.,Andrea C,2016-09-16,5,big-data-introduction,Introduction to Big Data
"The general concepts of big data (week 1 and week 2) seemed a bit drawn out, much of the same was repeated over and over again. This was not necessary. The peer-graded assignment needs more detailed instructions -  like mentioning that it is ok to resize the fields, and that shapes need to be copy/pasted as much as needed. ",Raivis J,2019-02-05,3,big-data-introduction,Introduction to Big Data
Good,Mosfiqun N H,2020-06-02,5,big-data-introduction,Introduction to Big Data
It is a great introduction to big data world,Ismael F M,2016-10-04,5,big-data-introduction,Introduction to Big Data
Good starting point if your do not know what is it about.,Miguel G,2018-10-28,4,big-data-introduction,Introduction to Big Data
"only theoretical knowledge, no practical use is shown in implementation",Ankit R,2020-06-30,3,big-data-introduction,Introduction to Big Data
Excellent course!,José C,2020-09-19,5,big-data-introduction,Introduction to Big Data
Very useful course to start one's journey into the world of Big Data. Concepts were explained thoroughly and in a very easy-to-understand manner. The quizzes and assignment help in evaluating one's own progress. Must-do course for anyone wanting to learn about Big Data.,Parth S,2017-04-07,5,big-data-introduction,Introduction to Big Data
Great,Aryan S,2016-11-04,5,big-data-introduction,Introduction to Big Data
"Quite Informative and also touches the basics of Hadoop , Cloud Computing , Data Science. Really enjoyed studying it.",Ankur K,2016-07-01,5,big-data-introduction,Introduction to Big Data
Course is really helpful for learning hadoop,Rohit K S,2020-02-10,5,big-data-introduction,Introduction to Big Data
"It was very good until the last part of the course, when you have to install de VM and run hadoop. I found it very unclear. ",Maria S,2020-05-30,3,big-data-introduction,Introduction to Big Data
-,Adil A,2020-06-09,5,big-data-introduction,Introduction to Big Data
"If you a beginner and don't even know what Big Data is? it's good for you, its don't provide much practical...",Akash R,2020-06-04,4,big-data-introduction,Introduction to Big Data
"The course is good and content is fine the videos are understandabletopics in course also ok, I find course is challenging.but over all the course is good!",Kondaveti S p,2020-08-09,5,big-data-introduction,Introduction to Big Data
very nice,sanjiv k j,2020-05-03,5,big-data-introduction,Introduction to Big Data
"Interesting and excellent approach to teaching and anybody not knowing any fundamentals can learn easily, get interest in the field.",Shruti S,2020-05-14,5,big-data-introduction,Introduction to Big Data
The time / usefulness rate of this course is very low. Most of the stuff they teach (at least in introduction) is very basic theory that's presented in not really interesting way. ,Dmitry S,2016-12-18,3,big-data-introduction,Introduction to Big Data
nice and very useful course.,Harsh S,2020-09-15,5,big-data-introduction,Introduction to Big Data
"It was interesting and structured course, for start that course is good",Oleg S,2018-06-19,5,big-data-introduction,Introduction to Big Data
Pretty good course! Had a nice learning experience! Looking forward to more in the Specialization!,Putcha L N R,2018-02-09,4,big-data-introduction,Introduction to Big Data
"The first week or so feels inconsistent and oversimplified. After that, when you get into the actual content, it gets much better. It then ends on a peer-graded assignment. While the assignment itself is creative and fun to complete, I've never been a fan of peer-graded assignments so early in an introductory course load.",Matt S,2017-01-27,3,big-data-introduction,Introduction to Big Data
Perfect for someone like myself just getting into the big data world.,Thomas A,2017-11-13,5,big-data-introduction,Introduction to Big Data
Thanks Every one,Mohamed M,2020-04-11,5,big-data-introduction,Introduction to Big Data
This course gave us very clear instruction what the basic ideas are about big data and the structure of Hadoop. It's very easy to understand even without any background knowledge.,Jason M,2016-08-08,5,big-data-introduction,Introduction to Big Data
Great class!,brian b,2017-10-14,5,big-data-introduction,Introduction to Big Data
"Gives a good back ground on the basic Data Science items and ends with a hands-on installation and use of Hadoop, so not only theoretical. ",Hans E,2017-09-24,5,big-data-introduction,Introduction to Big Data
Great,MD S H,2020-05-02,5,big-data-introduction,Introduction to Big Data
A good orientation class to level set key terms and concepts.,Martin L,2016-06-27,4,big-data-introduction,Introduction to Big Data
Easily Understandable Course,Utkarsh K,2019-05-12,5,big-data-introduction,Introduction to Big Data
Very comprehensive. Should opt for this one for the basics.,Sharad D,2018-01-30,5,big-data-introduction,Introduction to Big Data
Fantastic,Rodrigo C,2017-12-15,5,big-data-introduction,Introduction to Big Data
"Language is not good, and Lack of Info",Anup,2016-10-07,1,big-data-introduction,Introduction to Big Data
The concepts were nicely explained. Assignments allowed to solidify the information gained. Overall a great course.,Utkarsh G,2020-06-04,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Interesting tools and ways to enter the front-end developer world,Fernando A,2018-09-19,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
amazing course,Diksha G,2020-08-12,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Technological terms not explained much for beginners. more like just cramming than understanding,Vijit m,2020-05-17,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
I think every processional should be earn this course to know about develop his working area prototype in the presentation  ,Mohammad J,2020-08-03,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
This course definitely grade up  my knowledge regarding frontend development. This is very helpful for me. The faculty is awesome.,Amit S,2020-10-01,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
The concepts were nicely explained. Assignments allowed to solidify the information gained. Overall a great course.,Utkarsh G,2020-06-04,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Great instruction and exercises!,James S,2018-11-04,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
This is very helpful for my study purpose course and here good content available.,Shubham P,2020-03-13,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
very good lecturer easy and understanding way of teaching,Sandeep k,2020-04-14,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"Absolutely a great course. You will learn the most useful things. Of course, you need to learn more by yourself in order to be an expert. I will continue for module 2 of the specification ",Weiqi Y,2018-01-07,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"A solid course for an introduction to Bootstrap for UI design. An easy utility for anyone familiar with html, js, css and sass. Seems straightforward enough for anyone with little to no experience. It uses outdated/under-supported dev dependencies. Would definitely recommend a course update",Kyle M,2020-05-21,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"Buen curso, pero a la fecha se debe actualizar con las librerías usada en NPM y GULP",Ricardo M,2020-06-16,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Technological terms not explained much for beginners. more like just cramming than understanding,Vijit m,2020-05-17,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
very interesting course. Easy to learn and gain skills,Muhammad T S,2020-07-04,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Excellent course that teaches development skills that are relevant in the real world.,Daniel B,2018-11-17,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
This course was a full package and very very much helpful. Everything was very systematic and clear.,Shubham C,2019-08-21,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Excellent material. Well organized. Good exercises that guide you to lear in a whole.,Sergio V,2020-10-02,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
amazing course,Diksha G,2020-08-12,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
very good course,Ankit S,2019-07-12,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Really Good Course.I recommend it to everyone.,Nikhil S,2020-05-28,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
One of the best courses here. The instructor is great and has a great sense of humor that  keeps you hooked. Taking raw html code and making a site that looks good is a great way to teach. Thanks!,Sanjay S,2020-10-02,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Great instruction and exercises!,James S,2018-11-04,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"Awesome Course. Although there are problems executing the npm scripts. Other than that , just Awesome!",David B,2020-04-13,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
A very good course. very good explainer thank you ,Asad U,2019-12-17,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Very Helpful,Khoa N,2018-09-14,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Wonderful and nicely covered everything thanks to our instructor.,Anuj S,2018-05-24,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Good experience ,Muhammad B,2020-05-09,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
A good introduction to bootstrap. I found the course very useful.,Amir S,2017-08-23,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Technological terms not explained much for beginners. more like just cramming than understanding,Vijit m,2020-05-17,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"Very good! I enjoy the professor, I felt like his work was interesting and helpful, and I've definitely referred back to this code work for outside projects.",Daniel R,2018-12-12,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Great!,Janitha N,2020-07-03,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
good,Karthik R,2020-08-13,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
nice course,Martín C,2020-09-11,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Very interesting course. A very great teaching. Excellent Professor,Shashank P,2020-08-24,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
This is very helpful for my study purpose course and here good content available.,Shubham P,2020-03-13,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
A very caring instructor. The explanation is good and the assignments teach you a lot,Sarah A,2020-05-05,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Github and node.js was not explained properly and please display brief information regarding submission of assignments.Assignments tasks are given properly but while submitting we are getting confused which file to submit first (in case of two or more files) because adequate information is not given.,Yash A,2020-05-17,3,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
it could be the best i guess.,Jason M,2018-12-07,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"Very good! I enjoy the professor, I felt like his work was interesting and helpful, and I've definitely referred back to this code work for outside projects.",Daniel R,2018-12-12,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
This is my first expiriece doing a online course and i felt good. Good job!!,Carlos R,2019-10-07,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"It is a very good course and apart from bootstrap one is going to learn other things that are required for building and deploying a website like NPM scripts, Grunt and Gulp.Also the way of explanation is awesome.I really liked it a lot. ",Vinayak S,2018-09-03,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"Good course!!! The instructor is a lot experienced and teaches in a great way. You will build a web application by the end of this course, and the instructor will take you there step by step putting all the pieces together! It's one good way to learn more Bootstrap. I actually had a previous knowledge on Bootstrap, but this course made it even more clear! Recommended for people with some knowledge about HTML, CSS and JS. Thank you sir!",Shaik I,2020-04-17,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Easy to follow!,Vaibhav N,2020-05-20,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
helped me to learn frontend development from scrap so quickly and efficiently,Aditya D,2020-05-10,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
amazing,Lahiru G,2020-06-28,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"A solid course for an introduction to Bootstrap for UI design. An easy utility for anyone familiar with html, js, css and sass. Seems straightforward enough for anyone with little to no experience. It uses outdated/under-supported dev dependencies. Would definitely recommend a course update",Kyle M,2020-05-21,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Teacher was very proficient. Make the learning easy and covers all necessary topics. ,Md M H,2020-04-17,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"I loved this course , exercises after lectures were awsome , and additional material was very handy , also got habit of using git . last assignment was hell tough for me but i really enjoyed it . ",Muhammad S,2019-05-27,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Great!,Janitha N,2020-07-03,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
That might be the best course I have ever take. The instructor explain things really well and I leanrt so much during those 4 weeks. Thanks very much!,Victor B,2017-11-29,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Easy to follow!,Vaibhav N,2020-05-20,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
A very good course. very good explainer thank you ,Asad U,2019-12-17,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Exceptional Course!!,Aniket S,2019-09-09,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Great course for beginners in Front-End web development,Mustapha B,2020-05-03,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
one of the best instructor i have seen in my life ,Aman G,2020-05-06,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Covers just basics things.Quite good course.,Prashanth K,2018-01-07,3,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Best Course for bootstrap ever seen. Jogesh sir taught very well. Although there are some updates to be done in course like npm versions but that is not much roblematic and rest of the course is just awesome,Harshit G,2019-07-27,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Was understandable and clear enough to follow,alistair s,2019-04-10,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Professor knows his stuff. It was fun course. Hands on projects,Christopher C,2019-04-18,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Great!,Janitha N,2020-07-03,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Covers just basics things.Quite good course.,Prashanth K,2018-01-07,3,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
The best Bootstrap course & Tutor I have seen ever on the Internet & Real life.Hope the same energy will be in React also. A thanks to the tutor is not enough.!,Siddharth S,2020-07-16,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"Absolutely a great course. You will learn the most useful things. Of course, you need to learn more by yourself in order to be an expert. I will continue for module 2 of the specification ",Weiqi Y,2018-01-07,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
amazing course.,Muhammad A,2019-12-04,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
I'm getting a ton out of this course and finding it logically laid out with a great professor. The fellow students impress me as well. This is exactly what I was hoping for!,Seth H,2018-11-01,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Really well done course. Easy to understand. Lot of stuff to learn and to use right after you complete the course. ,Marco C,2020-06-17,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Great course to start with bootstrap.Definitely recommend the learners to pursue this course.,Abhishek R,2020-06-23,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
One of the best courses here. The instructor is great and has a great sense of humor that  keeps you hooked. Taking raw html code and making a site that looks good is a great way to teach. Thanks!,Sanjay S,2020-10-02,4,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
Very Helpful,Khoa N,2018-09-14,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
A great and very entertaining course. The instructor is fantastic and very clear in his explanations. The exercises are very well thought through and enjoyable to follow. I highly recommend this course to everyone who wants to learn Bootstrap fundamentals. I will definitely take another course from Jogesh.,Martin B,2020-06-17,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"This course has lots of great content. It is very informative with in depth explanations on every subject. Covers Bootstrap 4, Git and NPM in an easy to understand way.",Thomas M,2019-03-21,5,bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4
"El curso me pareció bien práctico, apoyado de ejemplos claros y fáciles de entender para llegar a las distintas audiencias. Existe una muy buena cronología del temario. Con lo aprendido, lo estaré implementaré con mi equipo de trabajo.",Abdul R,2020-07-18,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente, me dejo muchísimos conceptos mas claros!!",Francisco C,2017-06-05,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Muy bueno el curso, didáctico, profesional y buenos métodos de calificación",Roberto C,2018-06-17,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente curso, conceptos básicos y ejemplos claros, perfectamente representativos en la gestión empresarial",Elizabeth A,2019-07-15,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente curso muy bien enfocado y con lenguaje sencillo y claro , muy buena universidad",Jose G T C,2020-07-22,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente curso muy bien enfocado y con lenguaje sencillo y claro , muy buena universidad",Jose G T C,2020-07-22,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"El curso me pareció bien práctico, apoyado de ejemplos claros y fáciles de entender para llegar a las distintas audiencias. Existe una muy buena cronología del temario. Con lo aprendido, lo estaré implementaré con mi equipo de trabajo.",Abdul R,2020-07-18,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente curso para conocer las herramientas de la Cultura Lean, uno queda con ganas de aprender mas sobre éste tema que sirve a todas las empresas",David A,2017-09-25,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Creo que para ser un curso pagado y de una institución tan prestigiosa como la U. Católica, hay muchas falencias, desde cómo está grabado cada video, la poca fluidez de ambos profesores al entregar los contenidos, material hecho con poco esfuerzo, enredo en palabras y comunicación, etc. Creo que hay que ponerle un poco más de esfuerzo, ni siquiera los subtítulos de los videos de la última semana salvaron (subtítulos blancos que a veces costaba leerlos). Destaco la dinámica de las tareas.",Alvaro S,2020-05-23,2,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"El curso es muy interesante, se encuentra bien diseñado para comprender el sistema de gestión de proyectos Lean y la mayoría de sus herramientas.Sugiero que se modifiquen los subtítulos de la última semana ya que cuesta un poco seguir las clases.",Jorge R,2020-02-07,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente, me dejo muchísimos conceptos mas claros!!",Francisco C,2017-06-05,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"El contenido esta bueno, puedo decir que aprendí a aplicar nuevos métodos. Algunos videos tienen mala calidad en el audio, sobre todo los de la unidad nº5 y no quede muy conforme con los speech de la señorita. ",Victoria B,2020-05-25,4,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
Se puede mejorar mucho tanto el contenido como la forma de evaluación! ,Martin B,2017-09-30,3,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Un curso excelente , lo recomiendo para todos aquellos que estamos involucrados en la planificación y mejora de procesos , muy buen curso",Daniel C,2020-03-30,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Llevo algunos años como alumno en Coursera y este ha sido el curso de peor calidad que he encontrado. Estos son mis comentarios:1) Si bien me atrajo el tema por ser muy novedoso y porque llevo más de 3 años investigando y tomando cursos relacionados con Lean, no pude sentirme en un flujo en lo que se estaba entregando. Gracias los videos de la semana 5 pude encontrar por fín algo que me permitiera cerrar y conceptualizar.2) Si bien desde un principio un alumno puede notar que el desafío central está en la aplicación de Lean en la Construcción, me parece que no hay ejemplos muy concretos que me hayan dejado en claro cuáles son las mejoras y ventajas de su uso en ese mercado.3) Falta preparación de los relatores: Sé que en general los relatores leen sus cuando hacen videos en Coursera, pero en este caso sentía siempre que estaban leyendo la misma PPT que veía yo. Casi siempre explican el contenido parafraseando lo mismo pero con otras palabras. No hay ventajas comparado con Slideshare, por ejemplo. De repente algún relator(a) se enredaba, leía mal algunas palabras o dudaba de lo que estaba diciendo. Si  dejaban un link a cada PPT, quedaba más satisfecho.4) Presentación muy estática y poc novedosa. Es recomendable agregar animaciones, imágenes o dibujos más vivaces, entretenidos y que presenten mejor conceptos o abstracciones de lo que se está diciendo en vez de mostrar lo mismo que están leyendo los relatores.",Rodrigo M,2017-09-11,1,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente Curso, muy util en mi desempeño profesional y personal. Ahora ""eliminar o disminuir perdidas"" es mi lema. Gracias a los Instructores, por la facilidad de transferencia de información.",Rafael M,2020-02-18,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
Muy bueno para complementar lo aprendido en la universidad ,Benjamin M,2020-08-06,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"El contenido esta bueno, puedo decir que aprendí a aplicar nuevos métodos. Algunos videos tienen mala calidad en el audio, sobre todo los de la unidad nº5 y no quede muy conforme con los speech de la señorita. ",Victoria B,2020-05-25,4,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"El curso me parecio excelente, creo que no tengo otra manera de describirlo, se puede gestionar proyectos de otras maneras mas eficiente que como lo veniamos haciendo.",Jose R,2018-09-22,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Llevo algunos años como alumno en Coursera y este ha sido el curso de peor calidad que he encontrado. Estos son mis comentarios:1) Si bien me atrajo el tema por ser muy novedoso y porque llevo más de 3 años investigando y tomando cursos relacionados con Lean, no pude sentirme en un flujo en lo que se estaba entregando. Gracias los videos de la semana 5 pude encontrar por fín algo que me permitiera cerrar y conceptualizar.2) Si bien desde un principio un alumno puede notar que el desafío central está en la aplicación de Lean en la Construcción, me parece que no hay ejemplos muy concretos que me hayan dejado en claro cuáles son las mejoras y ventajas de su uso en ese mercado.3) Falta preparación de los relatores: Sé que en general los relatores leen sus cuando hacen videos en Coursera, pero en este caso sentía siempre que estaban leyendo la misma PPT que veía yo. Casi siempre explican el contenido parafraseando lo mismo pero con otras palabras. No hay ventajas comparado con Slideshare, por ejemplo. De repente algún relator(a) se enredaba, leía mal algunas palabras o dudaba de lo que estaba diciendo. Si  dejaban un link a cada PPT, quedaba más satisfecho.4) Presentación muy estática y poc novedosa. Es recomendable agregar animaciones, imágenes o dibujos más vivaces, entretenidos y que presenten mejor conceptos o abstracciones de lo que se está diciendo en vez de mostrar lo mismo que están leyendo los relatores.",Rodrigo M,2017-09-11,1,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Me parece un curso muy completo y bien estructurado, pese a las limitaciones que presenta debido a la plataforma en que se imparte el curso. Buenos ejemplos y mucha claridad en los conceptos.",David M,2019-02-13,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Buen curso, bien sintetizado. Me gusto mucho la información suministrada por la profesora y el profesor. ",Carlos G,2020-07-17,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
Excelente introduccion para la gestion de proyectos!,Jorge V,2017-09-26,4,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Bastante teoría leanPero no hay un ejemplo de aplicación lean ala gestión de proyectos, esta por pedazosLo de la semana 5 no agrega valorSi hubiera sido un curso de introducción a lean le daba 5 estrellas",Jorge G,2020-04-01,2,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
Excelente curso para iniciar en gestiones de proyecto innovadoras y que aportan para poseer un amplio abanico de posibilidades para gerenciar,Ricardo A,2019-03-22,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Es un curso bien practico de realizar, entrega conceptos claves y claros sobre metodología Lean",Marco N,2020-03-27,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Excelente Curso, La metodología LEAN es verdaderamente asombrosa, tanto por su sencillez como su practicidad, en estos tiempos que estamos viviendo (COVID-19) es de gran ayuda apoyarse en este curso, pues bien dicen en los vídeos , ""LEAN es un reflejo de la cultura de colaboración y respeto"", si logramos entender un poco de esto podemos salir adelante en esta contingencia y evolucionar a una mejor convivencia laboral y social.",David R,2020-05-03,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
Excelente Curso. El Aprendizaje supera lo esperado.,Lorena P,2017-05-29,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
El curso es muy bueno pero la instructora no se explica bien,grace H,2020-07-10,4,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"El curso es innovador y realmente importante para poder veneficiar no solo los procesos, si no también la filosofía y cultura de una empresa.",Christian C,2019-03-11,5,camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos
"Muy bueno, útil y llevadero.",Roberto L,2020-05-24,5,careerdevelopment,English for Career Development
The course is designed very meticulously to meet the requirements of job seekers. It clearly explains different stages in job search process and how one can be successful in realizing their dream job in a globally challenged environment. I express my sincere thanks to Course Presenters for their knowledge and skills. I strongly recommend this course  for all who are interested in this specified domain.  ,Joseph T,2020-04-28,5,careerdevelopment,English for Career Development
Very good ,Ahmed M,2019-01-24,4,careerdevelopment,English for Career Development
Great job,Olga P,2020-04-09,5,careerdevelopment,English for Career Development
Very good content. It very suitable for job seekers ,Elizabeth F,2020-05-10,5,careerdevelopment,English for Career Development
"amassing course , thank you for every thing ",Ahmed M,2017-02-18,5,careerdevelopment,English for Career Development
Excellent! Very didactic and practical. Thank you very much.,Maria P,2018-08-27,5,careerdevelopment,English for Career Development
"It's a basic course. But it was the first that I finished, so I'm satisfied. ",Tatiana S,2020-07-02,4,careerdevelopment,English for Career Development
